server,hour,weekday,cpu,stopped
Server-1,15,0,57.19898824997256,0
Server-2,15,0,64.97498860344372,0
Server-3,15,0,83.96040930309871,0
Server-4,15,0,43.21629957060702,0
Server-1,16,0,71.37027703858153,0
Server-2,16,0,73.7932660561175,0
Server-3,16,0,61.95509965179696,0
Server-4,16,0,47.6983143723029,0
Server-1,17,0,75.5310735028093,0
Server-2,17,0,75.0343696834845,0
Server-3,17,0,66.33303833677836,0
Server-4,17,0,48.759162415018665,0
Server-1,18,0,48.57535645648574,0
Server-2,18,0,62.488061276401126,0
Server-3,18,0,60.46156484938909,0
Server-4,18,0,82.89715511141037,0
Server-1,19,0,20.561327721926034,0
Server-2,19,0,16.252797897104557,1
Server-3,19,0,27.932001312337256,0
Server-4,19,0,7.651213572150163,0
Server-1,20,0,17.44630231975173,1
Server-2,20,0,19.847539769620262,1
Server-3,20,0,23.819837229028703,1
Server-4,20,0,25.465318294086572,1
Server-1,21,0,22.504224714604458,1
Server-2,21,0,5.792353566680381,1
Server-3,21,0,24.23020791319336,0
Server-4,21,0,15.100529671488001,0
Server-1,22,0,19.475188344412352,0
Server-2,22,0,11.080279974117145,1
Server-3,22,0,8.430032985472186,1
Server-4,22,0,22.925592970925695,0
Server-1,23,0,13.166175160119291,1
Server-2,23,0,8.001862044666431,1
Server-3,23,0,28.482109138921512,0
Server-4,23,0,25.4338411860929,0
Server-1,0,1,25.561892149371932,1
Server-2,0,1,17.727371996128895,1
Server-3,0,1,26.94652436785807,0
Server-4,0,1,19.103772415900146,1
Server-1,1,1,16.500773615611166,0
Server-2,1,1,15.540882748545059,0
Server-3,1,1,25.89810848765363,0
Server-4,1,1,20.055279026336976,1
Server-1,2,1,4.953877130039471,1
Server-2,2,1,2.7358317474326315,1
Server-3,2,1,1.5196157399245815,1
Server-4,2,1,1.942505048015613,1
Server-1,3,1,1.0542657036867862,1
Server-2,3,1,1.2035792099364495,1
Server-3,3,1,4.285040901080327,1
Server-4,3,1,2.7578229637619107,1
Server-1,4,1,1.6636904654140814,1
Server-2,4,1,3.577855018919159,1
Server-3,4,1,2.7972657546757786,1
Server-4,4,1,4.775153210214084,1
Server-1,5,1,16.21506260886461,1
Server-2,5,1,20.018370220541808,1
Server-3,5,1,13.803907768042714,0
Server-4,5,1,27.413854001995833,1
Server-1,6,1,7.988181759134381,0
Server-2,6,1,6.555910342505804,0
Server-3,6,1,14.033953002433796,0
Server-4,6,1,6.277518230297364,1
Server-1,7,1,16.293943116177736,1
Server-2,7,1,16.127050973065607,1
Server-3,7,1,19.96059470747411,1
Server-4,7,1,9.31508856496679,1
Server-1,8,1,25.532988530914274,1
Server-2,8,1,25.547451128711337,0
Server-3,8,1,11.39762406351468,1
Server-4,8,1,6.360071886799011,0
Server-1,9,1,64.55833626474869,0
Server-2,9,1,66.63934214840681,0
Server-3,9,1,70.10289545040067,0
Server-4,9,1,86.41954244381547,0
Server-1,10,1,42.88936438865965,0
Server-2,10,1,80.75719001952294,0
Server-3,10,1,68.8983586591662,0
Server-4,10,1,44.365114079859914,0
Server-1,11,1,56.32985655043228,0
Server-2,11,1,44.361129219238954,0
Server-3,11,1,70.4916034957396,0
Server-4,11,1,86.51914685673043,0
Server-1,12,1,79.31104698600335,0
Server-2,12,1,69.32338998960046,0
Server-3,12,1,88.41487426980731,0
Server-4,12,1,55.559444305787146,0
Server-1,13,1,69.6323833763101,0
Server-2,13,1,53.14205527262608,0
Server-3,13,1,83.74537997933638,0
Server-4,13,1,42.96107135744443,0
Server-1,14,1,78.45032359035288,0
Server-2,14,1,50.0284980079708,0
Server-3,14,1,78.14274799117437,0
Server-4,14,1,75.94931887424826,0
Server-1,15,1,52.04302160847638,0
Server-2,15,1,83.89975551717058,0
Server-3,15,1,76.76453153158255,0
Server-4,15,1,79.55551863938442,0
Server-1,16,1,72.69743949377214,0
Server-2,16,1,79.16772272736955,0
Server-3,16,1,42.93679187989866,0
Server-4,16,1,63.85492777285784,0
Server-1,17,1,85.08925983947526,0
Server-2,17,1,80.99739054555886,0
Server-3,17,1,47.34080455455781,0
Server-4,17,1,65.32396320883468,0
Server-1,18,1,89.89502843976862,0
Server-2,18,1,53.78963180057504,0
Server-3,18,1,42.02755626647951,0
Server-4,18,1,52.11590657261917,0
Server-1,19,1,15.648160318633387,1
Server-2,19,1,18.11138010981324,0
Server-3,19,1,19.2854756425076,1
Server-4,19,1,23.55098021866056,0
Server-1,20,1,7.373711406648993,0
Server-2,20,1,13.388365059916215,0
Server-3,20,1,8.268824863928666,1
Server-4,20,1,28.43203227845844,1
Server-1,21,1,8.889277597921767,0
Server-2,21,1,23.73317717730737,1
Server-3,21,1,11.569938498289936,1
Server-4,21,1,27.670021825319207,1
Server-1,22,1,8.34422397811026,1
Server-2,22,1,5.352124492269662,0
Server-3,22,1,14.728554166236888,0
Server-4,22,1,6.283064781154799,0
Server-1,23,1,27.883955228145627,1
Server-2,23,1,23.55549535567614,0
Server-3,23,1,11.795019242505715,0
Server-4,23,1,15.66044757770774,0
Server-1,0,2,12.577096940927047,1
Server-2,0,2,27.888105889610504,0
Server-3,0,2,7.804355119384303,1
Server-4,0,2,6.605205405169608,0
Server-1,1,2,10.813918493826051,0
Server-2,1,2,9.725927715951507,0
Server-3,1,2,16.277620067464248,0
Server-4,1,2,5.663877957344694,1
Server-1,2,2,2.125086469799444,1
Server-2,2,2,3.3331696824833545,1
Server-3,2,2,1.5236857679640243,1
Server-4,2,2,3.632566283346239,1
Server-1,3,2,2.3777107124626253,1
Server-2,3,2,1.3738301716564014,1
Server-3,3,2,1.9559866150083103,1
Server-4,3,2,3.370812434071267,1
Server-1,4,2,1.4172057785401089,1
Server-2,4,2,1.8422653794257169,1
Server-3,4,2,2.69211019899698,1
Server-4,4,2,4.152710699332172,1
Server-1,5,2,27.67651114252671,1
Server-2,5,2,27.678210233763004,1
Server-3,5,2,19.338651031285114,0
Server-4,5,2,24.538237274408587,0
Server-1,6,2,22.917949959723643,1
Server-2,6,2,21.816628361509807,0
Server-3,6,2,18.286290716514543,1
Server-4,6,2,5.936507944620371,1
Server-1,7,2,21.941538213306522,1
Server-2,7,2,22.19189897778333,0
Server-3,7,2,13.801913104649294,1
Server-4,7,2,24.760900273913663,1
Server-1,8,2,23.220017514573584,1
Server-2,8,2,5.470978361445143,1
Server-3,8,2,28.68064964112573,1
Server-4,8,2,7.50080076036388,0
Server-1,9,2,47.9882405499649,0
Server-2,9,2,65.60005758395747,0
Server-3,9,2,50.14179744948011,0
Server-4,9,2,79.80705935974919,0
Server-1,10,2,70.0902752440519,0
Server-2,10,2,45.145037111337686,0
Server-3,10,2,68.25836140513147,0
Server-4,10,2,70.27028527829324,0
Server-1,11,2,78.270262537018,0
Server-2,11,2,87.8085788055626,0
Server-3,11,2,66.00147148490716,0
Server-4,11,2,49.40835226089284,0
Server-1,12,2,82.84274956700335,0
Server-2,12,2,71.9946306025692,0
Server-3,12,2,84.88171191460086,0
Server-4,12,2,62.40447626931132,0
Server-1,13,2,75.81629007141458,0
Server-2,13,2,74.27889473042728,0
Server-3,13,2,64.66907629966346,0
Server-4,13,2,62.95384656695776,0
Server-1,14,2,85.6948231073267,0
Server-2,14,2,67.7651898401302,0
Server-3,14,2,68.77805870062582,0
Server-4,14,2,64.54529102317206,0
Server-1,15,2,71.93105852412667,0
Server-2,15,2,89.04163264829786,0
Server-3,15,2,67.83185245512205,0
Server-4,15,2,46.50149029600387,0
Server-1,16,2,74.16908926610003,0
Server-2,16,2,67.3526489157347,0
Server-3,16,2,72.85495267569328,0
Server-4,16,2,66.12650137585082,0
Server-1,17,2,48.56788627206663,0
Server-2,17,2,63.020537157889265,0
Server-3,17,2,47.95694784972217,0
Server-4,17,2,50.25648304393788,0
Server-1,18,2,88.02236983274625,0
Server-2,18,2,71.9704396221641,0
Server-3,18,2,42.52254429430253,0
Server-4,18,2,40.517709143225254,0
Server-1,19,2,25.452479053762126,0
Server-2,19,2,20.38412776781705,0
Server-3,19,2,10.875952440716409,1
Server-4,19,2,6.872902003129315,0
Server-1,20,2,28.763377366686882,0
Server-2,20,2,29.49006596305464,1
Server-3,20,2,25.39934851229351,1
Server-4,20,2,12.618041680118246,0
Server-1,21,2,9.558196432851176,1
Server-2,21,2,18.20892831704368,1
Server-3,21,2,14.112447986246472,0
Server-4,21,2,7.66643459874242,1
Server-1,22,2,27.34609347727596,1
Server-2,22,2,7.859213682470163,0
Server-3,22,2,10.068462195454398,0
Server-4,22,2,5.445321291967443,0
Server-1,23,2,28.443388785878078,0
Server-2,23,2,21.867687411813954,1
Server-3,23,2,26.5862629214824,1
Server-4,23,2,15.5681783073034,0
Server-1,0,3,29.758097616107634,1
Server-2,0,3,16.541877821796483,0
Server-3,0,3,22.769004280123532,0
Server-4,0,3,7.8390390984075555,0
Server-1,1,3,29.124920728571634,1
Server-2,1,3,25.684691421315335,0
Server-3,1,3,10.221357099477183,0
Server-4,1,3,5.078686591842272,1
Server-1,2,3,2.3482276819786096,1
Server-2,2,3,3.655213587984658,1
Server-3,2,3,3.7941875886556193,1
Server-4,2,3,3.3099517704299823,1
Server-1,3,3,2.2602590012752883,1
Server-2,3,3,1.2068771484638643,1
Server-3,3,3,3.6975920295896816,1
Server-4,3,3,2.9655108369155396,1
Server-1,4,3,2.555715676399371,1
Server-2,4,3,4.378527938554372,1
Server-3,4,3,3.02683969892839,1
Server-4,4,3,3.8761574970078554,1
Server-1,5,3,25.640868194020644,0
Server-2,5,3,20.47098720933139,0
Server-3,5,3,19.883180144491796,0
Server-4,5,3,20.688789293919662,0
Server-1,6,3,21.719722706672638,0
Server-2,6,3,14.313225791241948,0
Server-3,6,3,21.81205501068261,1
Server-4,6,3,12.924591838513376,0
Server-1,7,3,17.15901965873067,1
Server-2,7,3,25.034944965971643,1
Server-3,7,3,10.420688396564977,1
Server-4,7,3,9.512678485771112,0
Server-1,8,3,6.94697175098135,0
Server-2,8,3,22.823678925997662,1
Server-3,8,3,26.392914773199127,0
Server-4,8,3,15.616426158439465,1
Server-1,9,3,45.602756024946316,0
Server-2,9,3,60.26998004055599,0
Server-3,9,3,47.731602224572946,0
Server-4,9,3,43.7648334877838,0
Server-1,10,3,41.59031065089495,0
Server-2,10,3,80.4477154509719,0
Server-3,10,3,72.95538972333756,0
Server-4,10,3,67.18270872871673,0
Server-1,11,3,69.08037045441979,0
Server-2,11,3,65.72052232279111,0
Server-3,11,3,66.98371011416167,0
Server-4,11,3,51.4310314395689,0
Server-1,12,3,80.9045827433362,0
Server-2,12,3,81.24747366430645,0
Server-3,12,3,42.2606881949999,0
Server-4,12,3,72.18108257289622,0
Server-1,13,3,69.78725009376848,0
Server-2,13,3,63.22560060377179,0
Server-3,13,3,64.12155566038386,0
Server-4,13,3,62.05986465922131,0
Server-1,14,3,79.35666316724452,0
Server-2,14,3,51.6527190842668,0
Server-3,14,3,88.06329791833048,0
Server-4,14,3,81.76906674876803,0
Server-1,15,3,68.87250652581727,0
Server-2,15,3,87.4464674859563,0
Server-3,15,3,68.98135060814002,0
Server-4,15,3,82.76094491817773,0
Server-1,16,3,81.22740090839247,0
Server-2,16,3,41.49122140573702,0
Server-3,16,3,73.19460340943675,0
Server-4,16,3,78.58170487712057,0
Server-1,17,3,77.40726087200053,0
Server-2,17,3,50.74906175707066,0
Server-3,17,3,47.62997990442191,0
Server-4,17,3,61.50549431139224,0
Server-1,18,3,70.79703266763707,0
Server-2,18,3,66.80257040687438,0
Server-3,18,3,43.99982950427199,0
Server-4,18,3,74.41340279166042,0
Server-1,19,3,19.491612299092075,0
Server-2,19,3,29.527545422583923,1
Server-3,19,3,15.751010537293803,0
Server-4,19,3,28.587807500718554,1
Server-1,20,3,8.399368543105622,1
Server-2,20,3,7.230070476380474,1
Server-3,20,3,28.50775720602216,1
Server-4,20,3,26.503032491608845,1
Server-1,21,3,5.076189025434573,0
Server-2,21,3,11.94415326891447,1
Server-3,21,3,14.847933623424646,1
Server-4,21,3,26.007949386528846,0
Server-1,22,3,16.305771190184647,1
Server-2,22,3,17.26289351161623,1
Server-3,22,3,5.177374559710522,1
Server-4,22,3,22.50678790365855,0
Server-1,23,3,29.087234550617747,1
Server-2,23,3,26.294904374422423,0
Server-3,23,3,24.36058128937396,0
Server-4,23,3,21.846550623923306,0
Server-1,0,4,7.101631129033302,1
Server-2,0,4,11.868094832511234,0
Server-3,0,4,18.768357525223326,1
Server-4,0,4,25.774686125763306,1
Server-1,1,4,21.961877733877085,1
Server-2,1,4,26.34409063355345,1
Server-3,1,4,22.31634853965604,1
Server-4,1,4,8.607425443064994,0
Server-1,2,4,4.607859336567561,1
Server-2,2,4,3.411153070493066,1
Server-3,2,4,4.056829464961873,1
Server-4,2,4,1.754429348373487,1
Server-1,3,4,2.6940352748115934,1
Server-2,3,4,4.676803815444497,1
Server-3,3,4,4.749432330440078,1
Server-4,3,4,3.426404207881374,1
Server-1,4,4,4.0488273817657285,1
Server-2,4,4,1.2093203385266622,1
Server-3,4,4,4.80151590472914,1
Server-4,4,4,4.922551502458581,1
Server-1,5,4,28.267150750430694,0
Server-2,5,4,22.55588102748364,0
Server-3,5,4,19.83678466724799,1
Server-4,5,4,15.725067282959635,1
Server-1,6,4,6.628415616418943,0
Server-2,6,4,9.086936128059515,0
Server-3,6,4,9.666524067768734,0
Server-4,6,4,19.985625451235393,1
Server-1,7,4,16.337404824529482,1
Server-2,7,4,11.055412142464345,0
Server-3,7,4,26.208826912623717,0
Server-4,7,4,8.459134129732405,1
Server-1,8,4,9.698374096489431,0
Server-2,8,4,18.725070444327457,0
Server-3,8,4,28.72819091926187,1
Server-4,8,4,21.358964048634704,1
Server-1,9,4,87.11110467967498,0
Server-2,9,4,56.14511446717284,0
Server-3,9,4,42.20946462071909,0
Server-4,9,4,68.1426238796823,0
Server-1,10,4,53.82987686789151,0
Server-2,10,4,86.30380471291156,0
Server-3,10,4,40.54752843182803,0
Server-4,10,4,63.75678767192301,0
Server-1,11,4,78.73471968309278,0
Server-2,11,4,71.9320199413392,0
Server-3,11,4,73.6592663583406,0
Server-4,11,4,68.66925328460621,0
Server-1,12,4,56.948073650801675,0
Server-2,12,4,46.56603305311614,0
Server-3,12,4,85.22706616095994,0
Server-4,12,4,72.88947108114789,0
Server-1,13,4,60.0212554651074,0
Server-2,13,4,73.66504939156223,0
Server-3,13,4,55.80145095877671,0
Server-4,13,4,61.644931323297996,0
Server-1,14,4,69.7493136979602,0
Server-2,14,4,58.890983155992906,0
Server-3,14,4,81.96812436130818,0
Server-4,14,4,52.78347955036966,0
Server-1,15,4,80.78685461020898,0
Server-2,15,4,61.48783573601146,0
Server-3,15,4,68.08649216007214,0
Server-4,15,4,85.86296823450712,0
Server-1,16,4,82.17783711517501,0
Server-2,16,4,64.21880855038731,0
Server-3,16,4,66.7056271799577,0
Server-4,16,4,87.14413618519777,0
Server-1,17,4,49.69697670300803,0
Server-2,17,4,59.852611019210144,0
Server-3,17,4,41.2595162161674,0
Server-4,17,4,65.59432295848724,0
Server-1,18,4,43.8497693978957,0
Server-2,18,4,45.032696222250564,0
Server-3,18,4,68.93175667828683,0
Server-4,18,4,76.91803360403517,0
Server-1,19,4,16.776303247362947,0
Server-2,19,4,11.233469247595394,1
Server-3,19,4,14.79011239089211,1
Server-4,19,4,7.280125661115864,0
Server-1,20,4,10.210498836630155,1
Server-2,20,4,24.679131956262907,0
Server-3,20,4,11.965399938185502,0
Server-4,20,4,28.00795395794676,1
Server-1,21,4,10.140728319560006,1
Server-2,21,4,15.872353796013625,0
Server-3,21,4,9.412229005990973,0
Server-4,21,4,25.650182375582258,0
Server-1,22,4,25.90862915759539,0
Server-2,22,4,27.0878293793402,1
Server-3,22,4,9.099948673652193,1
Server-4,22,4,12.058626089850478,1
Server-1,23,4,5.915669510904149,1
Server-2,23,4,13.803673731912404,0
Server-3,23,4,18.572365093583397,0
Server-4,23,4,20.809395455866287,1
Server-1,0,5,7.484140839768995,0
Server-2,0,5,29.898520760323674,1
Server-3,0,5,6.515249384506722,1
Server-4,0,5,23.651146702919256,1
Server-1,1,5,22.412495123359747,1
Server-2,1,5,15.363389041934784,1
Server-3,1,5,21.379772384208263,0
Server-4,1,5,19.407927724759816,0
Server-1,2,5,3.1442894034100126,1
Server-2,2,5,1.4070426556560625,1
Server-3,2,5,2.622944564503011,1
Server-4,2,5,1.440363240192997,1
Server-1,3,5,4.342430264325298,1
Server-2,3,5,2.3590495737110007,1
Server-3,3,5,1.5573675015385176,1
Server-4,3,5,1.5920813017316822,1
Server-1,4,5,4.704652776410951,1
Server-2,4,5,1.4738059866752615,1
Server-3,4,5,1.3710977694908366,1
Server-4,4,5,4.82799770907832,1
Server-1,5,5,16.493212433787154,0
Server-2,5,5,7.333856342422813,0
Server-3,5,5,24.378664630018037,0
Server-4,5,5,14.250662490916653,0
Server-1,6,5,8.097741077443189,1
Server-2,6,5,13.126086411317809,0
Server-3,6,5,24.098227914547987,0
Server-4,6,5,24.783433052785306,0
Server-1,7,5,5.922785502211748,1
Server-2,7,5,8.69014084887625,1
Server-3,7,5,27.47947971270122,0
Server-4,7,5,18.596052208182762,1
Server-1,8,5,7.970030546917885,0
Server-2,8,5,23.871718349452596,0
Server-3,8,5,28.75383738552486,0
Server-4,8,5,8.304982605326293,0
Server-1,9,5,71.14855838307841,0
Server-2,9,5,58.16501593387116,0
Server-3,9,5,62.74099646800718,0
Server-4,9,5,82.9758381197702,0
Server-1,10,5,56.53736494378319,0
Server-2,10,5,48.516642463526054,0
Server-3,10,5,76.01936606546975,0
Server-4,10,5,67.24124137927001,0
Server-1,11,5,56.507893463458885,0
Server-2,11,5,65.63198376897424,0
Server-3,11,5,55.75397531823562,0
Server-4,11,5,71.56933824082846,0
Server-1,12,5,72.42133020865954,0
Server-2,12,5,61.40429896577405,0
Server-3,12,5,71.77554981706817,0
Server-4,12,5,74.29961627399891,0
Server-1,13,5,68.83976744140062,0
Server-2,13,5,42.76980621014415,0
Server-3,13,5,52.922927644302625,0
Server-4,13,5,79.43823696247775,0
Server-1,14,5,82.70093304700329,0
Server-2,14,5,57.74146358871529,0
Server-3,14,5,54.25226530659482,0
Server-4,14,5,50.397445369106,0
Server-1,15,5,74.04945643491513,0
Server-2,15,5,64.06491707813328,0
Server-3,15,5,62.61267457529519,0
Server-4,15,5,62.09549000169976,0
Server-1,16,5,63.60309699523313,0
Server-2,16,5,54.65278012384399,0
Server-3,16,5,83.45442127817154,0
Server-4,16,5,83.73984991671738,0
Server-1,17,5,60.01226840475187,0
Server-2,17,5,76.2029760043525,0
Server-3,17,5,87.75106270725124,0
Server-4,17,5,57.9793166377583,0
Server-1,18,5,47.937087794677666,0
Server-2,18,5,63.085958979048584,0
Server-3,18,5,63.97989234470441,0
Server-4,18,5,80.05856318760684,0
Server-1,19,5,27.6965532171168,0
Server-2,19,5,27.343969393960688,0
Server-3,19,5,23.329502236920412,0
Server-4,19,5,28.807773995799792,0
Server-1,20,5,14.919618114307932,0
Server-2,20,5,23.657298867785325,1
Server-3,20,5,6.8597103517217555,1
Server-4,20,5,18.770775140526457,0
Server-1,21,5,23.227030076830157,0
Server-2,21,5,28.611742948934015,1
Server-3,21,5,28.23186708003734,1
Server-4,21,5,21.933392575374086,1
Server-1,22,5,24.58368154188839,0
Server-2,22,5,17.13131664999718,0
Server-3,22,5,8.56333781525564,1
Server-4,22,5,16.8653587886061,1
Server-1,23,5,13.113338851251772,1
Server-2,23,5,7.72814171617701,0
Server-3,23,5,19.117475232660592,1
Server-4,23,5,14.817065985324932,1
Server-1,0,6,5.889961524198163,1
Server-2,0,6,28.443041918850057,0
Server-3,0,6,18.296182489857642,0
Server-4,0,6,22.888918340643315,0
Server-1,1,6,22.5611406593018,1
Server-2,1,6,29.66097005857912,1
Server-3,1,6,25.28122879938778,1
Server-4,1,6,7.729270701128697,0
Server-1,2,6,2.7779098088637397,1
Server-2,2,6,1.322433252946721,1
Server-3,2,6,4.822203503528964,1
Server-4,2,6,4.002044640710507,1
Server-1,3,6,3.1486495525245464,1
Server-2,3,6,1.0074572491910883,1
Server-3,3,6,3.2113096508514682,1
Server-4,3,6,3.6819813729611623,1
Server-1,4,6,1.0768356822647864,1
Server-2,4,6,1.731331323356124,1
Server-3,4,6,3.659451167343603,1
Server-4,4,6,1.1060316507298902,1
Server-1,5,6,25.366942189729702,0
Server-2,5,6,28.67598778042922,0
Server-3,5,6,5.613132433796484,0
Server-4,5,6,18.35403884973401,1
Server-1,6,6,27.29122508599816,1
Server-2,6,6,13.326557796698827,0
Server-3,6,6,20.997847435056812,0
Server-4,6,6,16.749143178987634,0
Server-1,7,6,21.418957215745213,0
Server-2,7,6,22.143804664731626,0
Server-3,7,6,24.11563247186856,1
Server-4,7,6,5.005696506616887,1
Server-1,8,6,17.159389157262062,0
Server-2,8,6,14.069215050238313,0
Server-3,8,6,29.24936353751441,1
Server-4,8,6,15.786576879220844,0
Server-1,9,6,88.59809096591226,0
Server-2,9,6,82.81890757727055,0
Server-3,9,6,78.8970446785498,0
Server-4,9,6,54.73105283826595,0
Server-1,10,6,85.96115926924797,0
Server-2,10,6,83.85826285452859,0
Server-3,10,6,58.56798027832836,0
Server-4,10,6,85.01574253007774,0
Server-1,11,6,65.2541174831035,0
Server-2,11,6,49.92955692319272,0
Server-3,11,6,61.01133929794696,0
Server-4,11,6,48.50197699251689,0
Server-1,12,6,49.1875578433124,0
Server-2,12,6,51.219382594196546,0
Server-3,12,6,68.18187686113825,0
Server-4,12,6,70.99400381639161,0
Server-1,13,6,63.46689988467146,0
Server-2,13,6,43.790084818344425,0
Server-3,13,6,54.23839398165775,0
Server-4,13,6,82.81455380255629,0
Server-1,14,6,44.808402711130896,0
Server-2,14,6,41.27089347860684,0
Server-3,14,6,51.24755753502237,0
Server-4,14,6,46.26528714337374,0
Server-1,15,6,73.45605091185908,0
Server-2,15,6,61.29344232012826,0
Server-3,15,6,42.43349062242623,0
Server-4,15,6,69.96893167033507,0
Server-1,16,6,70.18744639824772,0
Server-2,16,6,79.00451795227958,0
Server-3,16,6,40.87114324408173,0
Server-4,16,6,69.21427939787145,0
Server-1,17,6,52.14121846954001,0
Server-2,17,6,67.67005161231523,0
Server-3,17,6,74.20123117881747,0
Server-4,17,6,40.92037465897955,0
Server-1,18,6,76.78857705436656,0
Server-2,18,6,78.15604760416844,0
Server-3,18,6,85.20190925615174,0
Server-4,18,6,50.45419768251356,0
Server-1,19,6,27.53191784900556,0
Server-2,19,6,22.235303782200244,0
Server-3,19,6,5.29651067812147,1
Server-4,19,6,29.534339482535596,0
Server-1,20,6,5.507562446133966,0
Server-2,20,6,24.819922397151267,1
Server-3,20,6,6.638756669054933,0
Server-4,20,6,6.795658623953164,1
Server-1,21,6,10.492360844515096,0
Server-2,21,6,6.979133441960467,0
Server-3,21,6,23.444389404878272,1
Server-4,21,6,21.675475056253127,1
Server-1,22,6,8.823144072379236,0
Server-2,22,6,24.957903111017135,0
Server-3,22,6,7.79065352564046,1
Server-4,22,6,17.61807220469542,0
Server-1,23,6,7.779580663280292,0
Server-2,23,6,22.411125460582628,1
Server-3,23,6,10.624381273403914,1
Server-4,23,6,22.138324475032793,0
Server-1,0,0,7.544936625363661,1
Server-2,0,0,19.160336783353216,0
Server-3,0,0,28.20706320140145,1
Server-4,0,0,15.520640955966718,0
Server-1,1,0,15.111251203531054,1
Server-2,1,0,18.825568537503372,0
Server-3,1,0,5.119746255769337,0
Server-4,1,0,6.8238537920931215,1
Server-1,2,0,4.213297022306203,1
Server-2,2,0,4.2682379379111595,1
Server-3,2,0,3.8318202908826424,1
Server-4,2,0,4.378968327283134,1
Server-1,3,0,3.4574970174898083,1
Server-2,3,0,3.2361447294043932,1
Server-3,3,0,4.925694408987313,1
Server-4,3,0,3.037548609424139,1
Server-1,4,0,2.3864135486717446,1
Server-2,4,0,1.7125092645116609,1
Server-3,4,0,1.7615378802104633,1
Server-4,4,0,2.1809917842410584,1
Server-1,5,0,27.807824023338018,0
Server-2,5,0,27.823267495864176,0
Server-3,5,0,19.472853390993173,0
Server-4,5,0,17.26387890975451,1
Server-1,6,0,20.036089478325103,0
Server-2,6,0,19.284901065201232,0
Server-3,6,0,8.841506707976702,0
Server-4,6,0,10.079519328651294,1
Server-1,7,0,27.90527497970999,1
Server-2,7,0,18.84205128937139,1
Server-3,7,0,14.341504027256665,0
Server-4,7,0,19.84663605773151,1
Server-1,8,0,28.038106677253765,0
Server-2,8,0,25.744793081376617,1
Server-3,8,0,20.37555233778223,1
Server-4,8,0,7.576543385134142,1
Server-1,9,0,51.0321162232922,0
Server-2,9,0,56.46249842800199,0
Server-3,9,0,43.10832625960964,0
Server-4,9,0,62.45560811691385,0
Server-1,10,0,40.87307841749127,0
Server-2,10,0,84.39468715172404,0
Server-3,10,0,56.60451731945094,0
Server-4,10,0,43.826039394322926,0
Server-1,11,0,49.88870842591098,0
Server-2,11,0,59.970321134103465,0
Server-3,11,0,78.34022162499016,0
Server-4,11,0,89.68987688233835,0
Server-1,12,0,47.00173153031265,0
Server-2,12,0,84.72113147812786,0
Server-3,12,0,58.85156569418057,0
Server-4,12,0,40.369309657731634,0
Server-1,13,0,85.17356853191527,0
Server-2,13,0,56.156916290256945,0
Server-3,13,0,42.41210115796751,0
Server-4,13,0,65.54956808483018,0
Server-1,14,0,89.57123123674226,0
Server-2,14,0,80.25077186459762,0
Server-3,14,0,53.06886368972586,0
Server-4,14,0,80.94031004146511,0
Server-1,15,0,71.4676317419912,0
Server-2,15,0,89.1572898154806,0
Server-3,15,0,79.66464490445951,0
Server-4,15,0,61.9976110349148,0
Server-1,16,0,67.83841824130009,0
Server-2,16,0,55.524140706527334,0
Server-3,16,0,45.42287186087994,0
Server-4,16,0,56.6730821051567,0
Server-1,17,0,87.05086771574115,0
Server-2,17,0,72.75439904481928,0
Server-3,17,0,40.27915020797862,0
Server-4,17,0,51.2496096519889,0
Server-1,18,0,69.38471568880306,0
Server-2,18,0,53.982138186292474,0
Server-3,18,0,64.410659787393,0
Server-4,18,0,42.536327026334945,0
Server-1,19,0,22.754102181589516,1
Server-2,19,0,29.301219586863564,0
Server-3,19,0,22.910912796536206,0
Server-4,19,0,23.32288028092548,1
Server-1,20,0,14.504817603345616,1
Server-2,20,0,26.527890037587717,0
Server-3,20,0,26.811177618757394,0
Server-4,20,0,21.120484328719783,0
Server-1,21,0,14.624596171714913,0
Server-2,21,0,27.600225417702877,1
Server-3,21,0,26.5950590309791,0
Server-4,21,0,12.5800219806696,1
Server-1,22,0,6.630860678837667,1
Server-2,22,0,18.55336239973409,1
Server-3,22,0,5.4811917737712,0
Server-4,22,0,19.809811569205557,0
Server-1,23,0,15.71248858914305,0
Server-2,23,0,16.531091969826157,1
Server-3,23,0,17.57753008448408,1
Server-4,23,0,10.125286815552544,0
Server-1,0,1,23.111546808733515,1
Server-2,0,1,29.03343979759996,0
Server-3,0,1,13.818028200518423,0
Server-4,0,1,17.909720492839853,1
Server-1,1,1,18.171723472319968,0
Server-2,1,1,10.515781562317066,0
Server-3,1,1,8.255115417651805,1
Server-4,1,1,7.182480945085011,1
Server-1,2,1,4.867003791277185,1
Server-2,2,1,3.3758613205834926,1
Server-3,2,1,2.164552166871241,1
Server-4,2,1,2.7529831018290767,1
Server-1,3,1,4.602247274760375,1
Server-2,3,1,4.536518124445703,1
Server-3,3,1,1.5418170784064524,1
Server-4,3,1,1.1321975040817005,1
Server-1,4,1,3.67553863095672,1
Server-2,4,1,2.2869728001724186,1
Server-3,4,1,1.6380631177087501,1
Server-4,4,1,4.053904319047456,1
Server-1,5,1,28.331784085680177,1
Server-2,5,1,9.79876835630473,1
Server-3,5,1,12.473859894850495,0
Server-4,5,1,13.449245513020545,1
Server-1,6,1,8.961074907533408,0
